SCPN	annotation_reference	chemical_id	smiles	type	chemical_document_count	annotation_document_count	title_count	abstract_count	claims_count	description_count	chemical_corpus_count	annotation_corpus_count	molecular_weight	med_chem_alert	log_p	donor_count	acceptor_count	ring_count	rotatable_bond_count	radical	fragment	connected	singleton	simple	lipinski	lead_likeness	bio_availability
US-20100298422-A1	&beta;-d-galactopyranoside	42465	OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O	TEXT	1	1	0	0	0	1	3300	406	180.156005859375	0	-2.932539939880371	5	6	1	1	0	0	1	0	0	1	1	1
US-20100298422-A1	silyl chloride	10908	[SiH3]Cl	TEXT	1	1	0	0	1	0	75727	534	66.56199645996094	0	-0.2985000014305115	0	0	0	0	0	0	1	0	0	1	1	1
US-20100298422-A1	US20100298422A1-20101125-C00088_1.MOL	13055964	CCCCCCCCCCOC(=O)CC1CC(O)C[C@@]2(CC[C@@]3(C[C@@H](OC)C(=O)C(OC)=C3)O2)O1	MOLATTACHMENT	0						1		496.6340026855469	0	4.246210098266602	1	7	3	14	0	0	1	0	0	1	0	1
US-20100298422-A1	US20100298422A1-20101125-C00096.MOL	13055976	CCCCCCCCCCC(CCCCCCCCCC)OC(=O)CC(=O)CC(O)CC1(CCC2=CC=C(O)C=C2)SCCCS1	MOLATTACHMENT	0						3		679.0679931640625	1	12.473699569702148	2	4	2	29	0	0	1	0	0	0	0	0
US-20100298422-A1	US20100298422A1-20101125-C00085.TIF	13055959	CCCCCCCCCCOC(=O)CC(=O)CC(O)CC1(CCC2=CC(OC)=C(O)C(OC)=C2)SCCCS1	IMAGE	0						3		584.8280029296875	1	7.2181501388549805	2	6	2	21	0	0	1	0	0	0	0	0
US-20100298422-A1	US20100298422A1-20101125-C00070.TIF	13055930	CCCCCCCCCCOC(=O)C[C@H](O)C[C@H](O)CC1(CCC2=CC=C(O)C=C2)SCCCS1	IMAGE	0						3		526.7919921875	1	6.741260051727295	3	4	2	19	0	0	1	0	0	0	0	0
US-20100298422-A1	US20100298422A1-20101125-C00086.TIF	13055961	CCCCCCCCCCOC(=O)C[C@H](O)C[C@H](O)CC1(CCC2=CC(OC)=C(O)C(OC)=C2)SCCCS1	IMAGE	0						3		586.843994140625	1	6.425920009613037	3	6	2	21	0	0	1	0	0	0	0	0
US-20100298422-A1	US20100298422A1-20101125-C00107.MOL	13055861	CCCCCCC(=O)OC1CC2(CCC3(O2)C=CC(=O)C=C3)O[C@@]2(CCC3(O2)C=CC(=O)C=C3)C1	MOLATTACHMENT	0						8		482.56500244140625	0	5.866409778594971	0	6	5	7	0	0	1	0	0	0	0	1
US-20100298422-A1	US20100298422A1-20101125-C00059.TIF	13055907	CCOC(=O)CC1(CCC2=CC=C(O)C=C2)SCCCS1	IMAGE	0						3		326.4739990234375	1	4.0371599197387695	1	2	2	7	0	0	1	0	0	1	0	1
US-20100298422-A1	US20100298422A1-20101125-C00022.TIF	13055861	CCCCCCC(=O)OC1CC2(CCC3(O2)C=CC(=O)C=C3)O[C@@]2(CCC3(O2)C=CC(=O)C=C3)C1	IMAGE	0						8		482.56500244140625	0	5.866409778594971	0	6	5	7	0	0	1	0	0	0	0	1
US-20100298422-A1	US20100298422A1-20101125-C00100.MOL	3749436	CCCCCCN(CCCCCC)C(=O)CC(=O)CC(O)CC1(CCC2=CC=C(O)C=C2)SCCCS1	MOLATTACHMENT	1						4		551.843994140625	1	7.462769985198975	2	4	2	19	0	0	1	0	0	0	0	0
US-20100298422-A1	US20100298422A1-20101125-C00025.TIF	13055870	CCCCCCCCCCCCCC(=O)CC1CC2(CCC3(O2)C=CC(=O)C=C3)O[C@@]2(CCC3(O2)C=CC(=O)C=C3)C1	IMAGE	0						6		578.7789916992188	0	8.932450294494629	0	6	5	14	0	0	1	0	0	0	0	0
US-20100298422-A1	US20100298422A1-20101125-C00019.TIF	13055857	CCCCCCCCCCOC(=O)CC1CC(O)C[C@@]2(CCC3(O2)C=CC(=O)C=C3)O1	IMAGE	0						3		434.5660095214844	0	5.106510162353516	1	5	3	12	0	0	1	0	0	0	0	0
US-20100298422-A1	US20100298422A1-20101125-C00022_1.MOL	13055861	CCCCCCC(=O)OC1CC2(CCC3(O2)C=CC(=O)C=C3)O[C@@]2(CCC3(O2)C=CC(=O)C=C3)C1	MOLATTACHMENT	0						8		482.56500244140625	0	5.866409778594971	0	6	5	7	0	0	1	0	0	0	0	1
US-20100298422-A1	US20100298422A1-20101125-C00084.MOL	2875163	COC1=CC(CCC2(CC(O)CC3=CC(=O)OC(C)(C)O3)SCCCS2)=CC(OC)=C1O	MOLATTACHMENT	1						6		484.6260070800781	1	3.5988199710845947	2	6	3	9	0	0	1	0	0	1	0	1
US-20100298422-A1	US20100298422A1-20101125-C00129.MOL	1170302	CN1C=C(CO)N=N1	MOLATTACHMENT	0						122		113.11799621582031	0	-0.6656479835510254	1	3	1	1	0	0	1	0	0	1	1	1
US-20100298422-A1	US20100298422A1-20101125-C00061.TIF	13081784	CC(C)(C)OC(=O)CC(=O)CCC1=CCC(O)C=C1	IMAGE	0						1		266.3330078125	0	1.946720004081726	1	3	1	7	0	0	1	0	0	1	1	1
US-20100298422-A1	US20100298422A1-20101125-C00095_1.MOL	13055968	CCCCCCCCCCCCCCCCCCOC(=O)CC1CC(O)C[C@@]2(CC[C@@]3(CCC(=O)C=C3)O2)O1	MOLATTACHMENT	0						2		548.7940063476562	0	8.509329795837402	1	5	3	20	0	0	1	0	0	0	0	0
US-20100298422-A1	US20100298422A1-20101125-C00066.MOL	13055922	CCCOC(=O)C[C@H](O)C[C@H](O)CC1(CCC2=CC=C(O)C=C2)SCCCS1	MOLATTACHMENT	0						3		428.6059875488281	1	3.6292800903320312	3	4	2	12	0	0	1	0	0	1	0	1
US-20100298422-A1	US20100298422A1-20101125-C00083.TIF	3802277	COC1=CC(CCC2(CC=O)SCCCS2)=CC(OC)=C1O	IMAGE	1						4		342.4729919433594	1	3.060499906539917	1	4	2	7	0	0	1	0	0	1	1	1
US-20100298422-A1	US20100298422A1-20101125-C00093.MOL	13055971	CCCCCCCCCCCCCCCCCCOC(=O)C[C@H](O)C[C@@H](O)CC1(CCC2=CC=C(O)C=C2)SCCCS1	MOLATTACHMENT	0						3		639.0040283203125	1	10.297800064086914	3	4	2	27	0	0	1	0	0	0	0	0
US-20100298422-A1	US20100298422A1-20101125-C00086.MOL	13055961	CCCCCCCCCCOC(=O)C[C@H](O)C[C@H](O)CC1(CCC2=CC(OC)=C(O)C(OC)=C2)SCCCS1	MOLATTACHMENT	0						3		586.843994140625	1	6.425920009613037	3	6	2	21	0	0	1	0	0	0	0	0
US-20100298422-A1	US20100298422A1-20101125-C00023.TIF	13055865	CCCCCCCCCCCCCC(=O)OC1CC2(CCC3(O2)C=CC(=O)C=C3)O[C@@]2(CCC3(O2)C=CC(=O)C=C3)C1	IMAGE	0						8		580.7509765625	0	8.978389739990234	0	6	5	14	0	0	1	0	0	0	0	0
US-20100298422-A1	US20100298422A1-20101125-C00126.MOL	1170302	CN1C=C(CO)N=N1	MOLATTACHMENT	0						122		113.11799621582031	0	-0.6656479835510254	1	3	1	1	0	0	1	0	0	1	1	1
US-20100298422-A1	US20100298422A1-20101125-C00023.MOL	13055865	CCCCCCCCCCCCCC(=O)OC1CC2(CCC3(O2)C=CC(=O)C=C3)O[C@@]2(CCC3(O2)C=CC(=O)C=C3)C1	MOLATTACHMENT	0						8		580.7509765625	0	8.978389739990234	0	6	5	14	0	0	1	0	0	0	0	0
US-20100298422-A1	US20100298422A1-20101125-C00072.MOL	13055857	CCCCCCCCCCOC(=O)CC1CC(O)C[C@@]2(CCC3(O2)C=CC(=O)C=C3)O1	MOLATTACHMENT	0						3		434.5660095214844	0	5.106510162353516	1	5	3	12	0	0	1	0	0	0	0	0
US-20100298422-A1	US20100298422A1-20101125-C00063.MOL	2879059	OC1=CC=C(CCC2(CC=O)SCCCS2)C=C1	MOLATTACHMENT	1						9		282.4219970703125	1	3.375849962234497	1	2	2	5	0	0	1	0	0	1	1	1
US-20100298422-A1	US20100298422A1-20101125-C00092_1.MOL	13055968	CCCCCCCCCCCCCCCCCCOC(=O)CC1CC(O)C[C@@]2(CC[C@@]3(CCC(=O)C=C3)O2)O1	MOLATTACHMENT	0						2		548.7940063476562	0	8.509329795837402	1	5	3	20	0	0	1	0	0	0	0	0
US-20100298422-A1	US20100298422A1-20101125-C00074.MOL	13055939	CCCCCCCCCCOC(=O)CC1CC(O)C[C@]2(CCC3(O2)C=CC(=O)C=C3)O1	MOLATTACHMENT	0						2		434.5660095214844	0	5.106510162353516	1	5	3	12	0	0	1	0	0	0	0	0
US-20100298422-A1	US20100298422A1-20101125-C00115.MOL	13056009	O=C(CCC1=CC=C(OC2CCCCO2)C=C1)\C=C\CC1(CCC2=CC=C(OC3CCCCO3)C=C2)SCCCS1	MOLATTACHMENT	0						1		596.8400268554688	1	8.434709548950195	0	5	5	13	0	0	1	0	0	0	0	0
US-20100298422-A1	US20100298422A1-20101125-C00064.TIF	2875458	CC1(C)OC(=O)C=C(CC(O)CC2(CCC3=CC=C(O)C=C3)SCCCS2)O1	IMAGE	1						6		424.5740051269531	1	3.9141600131988525	2	4	3	7	0	0	1	0	0	1	1	1
US-20100298422-A1	US20100298422A1-20101125-C00061.MOL	3751081	CC(C)(C)OC(=O)CC(=O)CCC1=CC=C(O)C=C1	MOLATTACHMENT	1						3		264.3169860839844	0	3.1737101078033447	1	3	1	7	0	0	1	0	0	1	1	1
US-20100298422-A1	US20100298422A1-20101125-C00094_1.MOL	13055973	CCCCCCCCCCCCCCCCCCOC(=O)CC1CC(O)C[C@]2(CC[C@@]3(CCC(=O)C=C3)O2)O1	MOLATTACHMENT	0						1		548.7940063476562	0	8.509329795837402	1	5	3	20	0	0	1	0	0	0	0	0
US-20100298422-A1	US20100298422A1-20101125-C00153.MOL	1170302	CN1C=C(CO)N=N1	MOLATTACHMENT	0						122		113.11799621582031	0	-0.6656479835510254	1	3	1	1	0	0	1	0	0	1	1	1
US-20100298422-A1	US20100298422A1-20101125-C00068.MOL	13055852	CCCOC(=O)CC1CC(O)C[C@@]2(CCC3(O2)C=CC(=O)C=C3)O1	MOLATTACHMENT	0						3		336.3800048828125	0	1.9945299625396729	1	5	3	5	0	0	1	0	0	1	1	1
US-20100298422-A1	US20100298422A1-20101125-C00113.MOL	13056003	CCOP(=O)(CC(=O)CCC1=CC=C(OC2CCCCO2)C=C1)OCC	MOLATTACHMENT	0						2		384.40399169921875	1	3.4193100929260254	0	4	2	11	0	0	1	0	0	1	0	1
US-20100298422-A1	US20100298422A1-20101125-C00109.TIF	13055865	CCCCCCCCCCCCCC(=O)OC1CC2(CCC3(O2)C=CC(=O)C=C3)O[C@@]2(CCC3(O2)C=CC(=O)C=C3)C1	IMAGE	0						8		580.7509765625	0	8.978389739990234	0	6	5	14	0	0	1	0	0	0	0	0
US-20100298422-A1	US20100298422A1-20101125-C00096.TIF	13055976	CCCCCCCCCCC(CCCCCCCCCC)OC(=O)CC(=O)CC(O)CC1(CCC2=CC=C(O)C=C2)SCCCS1	IMAGE	0						3		679.0679931640625	1	12.473699569702148	2	4	2	29	0	0	1	0	0	0	0	0
US-20100298422-A1	US20100298422A1-20101125-D00002.TIF	24506	COC1=CC(CC2=CN=C(N)N=C2N)=CC(OC)=C1OC	IMAGE	0						36423		290.3179931640625	0	1.2839100360870361	2	7	2	5	0	0	1	0	0	1	1	1
US-20100298422-A1	US20100298422A1-20101125-D00002.TIF	13081607	C[C@H]1CC[C@@]2(C)C(CCC3C4CCC([C@@](C)(O)C5CCCCN5)[C@@]4(C)CCC23)C1	IMAGE	0						1		401.6679992675781	0	5.922669887542725	2	2	5	2	0	0	1	0	0	0	0	1
US-20100298422-A1	US20100298422A1-20101125-D00002.TIF	13081608	OC1=C(C(=O)C2=CC=CC=C2C1=O)C1=CC=CC(CC=C)=C1	IMAGE	0						1		290.31298828125	1	3.7423200607299805	1	3	3	3	0	0	1	0	0	1	1	1
US-20100298422-A1	US20100298422A1-20101125-D00002.TIF	13081609	CC[C@]1(CC[C@@](I)(O1)[C@]1(C)CC[C@]2(C[C@H](O)[C@@H](C)[C@H](O2)[C@@H](C)[C@@H](OC)C(C)C(O)=O)O1)[C@]1(C)O[C@H](C[C@@H]1C)[C@H]1O[C@@](O)(CO)[C@H](C)C[C@@H]1C	IMAGE	0						1		810.7940063476562	1	6.441269874572754	4	11	5	10	0	0	1	0	0	0	0	0
US-20100298422-A1	US20100298422A1-20101125-D00002.TIF	8249	NC1=CC=C(C=C1)C(O)=O	IMAGE	3						85254		137.13600158691406	1	0.8019030094146729	2	3	1	1	0	0	1	0	0	1	1	1
US-20100298422-A1	US20100298422A1-20101125-C00025_1.MOL	13055870	CCCCCCCCCCCCCC(=O)CC1CC2(CCC3(O2)C=CC(=O)C=C3)O[C@@]2(CCC3(O2)C=CC(=O)C=C3)C1	MOLATTACHMENT	0						6		578.7789916992188	0	8.932450294494629	0	6	5	14	0	0	1	0	0	0	0	0
US-20100298422-A1	US20100298422A1-20101125-C00090.TIF	13055967	CCCCCCCCCCCCCCCCCCOC(=O)C[C@H](O)C[C@H](O)CC1(CCC2=CC=C(O)C=C2)SCCCS1	IMAGE	0						3		639.0040283203125	1	10.297800064086914	3	4	2	27	0	0	1	0	0	0	0	0
US-20100298422-A1	US20100298422A1-20101125-C00073.MOL	13055936	CCCCCCCCCCOC(=O)C[C@H](O)C[C@@H](O)CC1(CCC2=CC=C(O)C=C2)SCCCS1	MOLATTACHMENT	0						3		526.7919921875	1	6.741260051727295	3	4	2	19	0	0	1	0	0	0	0	0
US-20100298422-A1	US20100298422A1-20101125-C00077.MOL	13055946	CCCCCCCCCCOC(=O)CC1CC(C[C@]2(CCC3(O2)C=CC(=O)C=C3)O1)OC(=O)CCCCCC	MOLATTACHMENT	0						2		546.7349853515625	0	8.026450157165527	0	5	3	19	0	0	1	0	0	0	0	0
US-20100298422-A1	US20100298422A1-20101125-C00107.TIF	13055861	CCCCCCC(=O)OC1CC2(CCC3(O2)C=CC(=O)C=C3)O[C@@]2(CCC3(O2)C=CC(=O)C=C3)C1	IMAGE	0						8		482.56500244140625	0	5.866409778594971	0	6	5	7	0	0	1	0	0	0	0	1
US-20100298422-A1	US20100298422A1-20101125-C00103.TIF	13055987	OC(CC(=O)CCC1=CC=C(O)C=C1)CC1(CCC2=CC=C(O)C=C2)SCCCS1	IMAGE	0						3		446.62298583984375	1	5.479400157928467	3	4	3	10	0	0	1	0	0	0	0	1
US-20100298422-A1	US20100298422A1-20101125-C00037_1.MOL	13055877	CCC[Si](=O)CCC	MOLATTACHMENT	0						2		130.25999450683594	0	1.2976000308990479	0	1	0	4	0	0	1	0	0	1	1	1
US-20100298422-A1	US20100298422A1-20101125-C00117.TIF	13055870	CCCCCCCCCCCCCC(=O)CC1CC2(CCC3(O2)C=CC(=O)C=C3)O[C@@]2(CCC3(O2)C=CC(=O)C=C3)C1	IMAGE	0						6		578.7789916992188	0	8.932450294494629	0	6	5	14	0	0	1	0	0	0	0	0
US-20100298422-A1	US20100298422A1-20101125-C00014.MOL	1170302	CN1C=C(CO)N=N1	MOLATTACHMENT	0						122		113.11799621582031	0	-0.6656479835510254	1	3	1	1	0	0	1	0	0	1	1	1
US-20100298422-A1	US20100298422A1-20101125-C00084.TIF	2875163	COC1=CC(CCC2(CC(O)CC3=CC(=O)OC(C)(C)O3)SCCCS2)=CC(OC)=C1O	IMAGE	1						6		484.6260070800781	1	3.5988199710845947	2	6	3	9	0	0	1	0	0	1	0	1
US-20100298422-A1	US20100298422A1-20101125-C00103.MOL	13055987	OC(CC(=O)CCC1=CC=C(O)C=C1)CC1(CCC2=CC=C(O)C=C2)SCCCS1	MOLATTACHMENT	0						3		446.62298583984375	1	5.479400157928467	3	4	3	10	0	0	1	0	0	0	0	1
US-20100298422-A1	US20100298422A1-20101125-C00066.TIF	13055922	CCCOC(=O)C[C@H](O)C[C@H](O)CC1(CCC2=CC=C(O)C=C2)SCCCS1	IMAGE	0						3		428.6059875488281	1	3.6292800903320312	3	4	2	12	0	0	1	0	0	1	0	1
US-20100298422-A1	US20100298422A1-20101125-C00075.TIF	13055944	CCCCCCCCOC(=O)CC1CC(O)C[C@@]2(CCC3(O2)C=CC(=O)C=C3)O1	IMAGE	0						2		406.51300048828125	0	4.21737003326416	1	5	3	10	0	0	1	0	0	1	0	1
US-20100298422-A1	US20100298422A1-20101125-C00060.TIF	13081890	CCOC(=O)CCC1=CCC(O)C=C1	IMAGE	0						1		196.2429962158203	0	1.0277199745178223	1	2	1	5	0	0	1	0	0	1	1	1
US-20100298422-A1	US20100298422A1-20101125-C00097.MOL	13055978	CCCCCCCCCCC(CCCCCCCCCC)OC(=O)C[C@H](O)C[C@H](O)CC1(CCC2=CC=C(O)C=C2)SCCCS1	MOLATTACHMENT	0						3		681.083984375	1	11.681500434875488	3	4	2	29	0	0	1	0	0	0	0	0
US-20100298422-A1	US20100298422A1-20101125-C00062.MOL	2879059	OC1=CC=C(CCC2(CC=O)SCCCS2)C=C1	MOLATTACHMENT	1						9		282.4219970703125	1	3.375849962234497	1	2	2	5	0	0	1	0	0	1	1	1
US-20100298422-A1	US20100298422A1-20101125-C00024.MOL	13055867	CCCCCCCCCCCCCC(=O)CC(=O)OC1CC2(CCC3(O2)C=CC(=O)C=C3)O[C@@]2(CCC3(O2)C=CC(=O)C=C3)C1	MOLATTACHMENT	0						2		622.7880249023438	0	9.200240135192871	0	7	5	16	0	0	1	0	0	0	0	0
US-20100298422-A1	US20100298422A1-20101125-C00053.MOL	1170302	CN1C=C(CO)N=N1	MOLATTACHMENT	0						122		113.11799621582031	0	-0.6656479835510254	1	3	1	1	0	0	1	0	0	1	1	1
US-20100298422-A1	US20100298422A1-20101125-C00070.MOL	13055930	CCCCCCCCCCOC(=O)C[C@H](O)C[C@H](O)CC1(CCC2=CC=C(O)C=C2)SCCCS1	MOLATTACHMENT	0						3		526.7919921875	1	6.741260051727295	3	4	2	19	0	0	1	0	0	0	0	0
US-20100298422-A1	US20100298422A1-20101125-C00073.TIF	13055936	CCCCCCCCCCOC(=O)C[C@H](O)C[C@@H](O)CC1(CCC2=CC=C(O)C=C2)SCCCS1	IMAGE	0						3		526.7919921875	1	6.741260051727295	3	4	2	19	0	0	1	0	0	0	0	0
US-20100298422-A1	US20100298422A1-20101125-C00093.TIF	13055971	CCCCCCCCCCCCCCCCCCOC(=O)C[C@H](O)C[C@@H](O)CC1(CCC2=CC=C(O)C=C2)SCCCS1	IMAGE	0						3		639.0040283203125	1	10.297800064086914	3	4	2	27	0	0	1	0	0	0	0	0
US-20100298422-A1	US20100298422A1-20101125-C00100.TIF	3749436	CCCCCCN(CCCCCC)C(=O)CC(=O)CC(O)CC1(CCC2=CC=C(O)C=C2)SCCCS1	IMAGE	1						4		551.843994140625	1	7.462769985198975	2	4	2	19	0	0	1	0	0	0	0	0
US-20100298422-A1	US20100298422A1-20101125-C00025.MOL	13055870	CCCCCCCCCCCCCC(=O)CC1CC2(CCC3(O2)C=CC(=O)C=C3)O[C@@]2(CCC3(O2)C=CC(=O)C=C3)C1	MOLATTACHMENT	0						6		578.7789916992188	0	8.932450294494629	0	6	5	14	0	0	1	0	0	0	0	0
US-20100298422-A1	US20100298422A1-20101125-C00108.MOL	13055865	CCCCCCCCCCCCCC(=O)OC1CC2(CCC3(O2)C=CC(=O)C=C3)O[C@@]2(CCC3(O2)C=CC(=O)C=C3)C1	MOLATTACHMENT	0						8		580.7509765625	0	8.978389739990234	0	6	5	14	0	0	1	0	0	0	0	0
US-20100298422-A1	US20100298422A1-20101125-C00110.TIF	13055998	CCCCCCCCCCCCCC(O)=C1C(=O)OC(C)(C)OC1=O	IMAGE	0						3		354.4809875488281	0	6.189519882202148	1	3	1	12	0	0	1	0	0	0	0	0
US-20100298422-A1	US20100298422A1-20101125-C00049.MOL	1170302	CN1C=C(CO)N=N1	MOLATTACHMENT	0						122		113.11799621582031	0	-0.6656479835510254	1	3	1	1	0	0	1	0	0	1	1	1
US-20100298422-A1	US20100298422A1-20101125-C00110.MOL	13055998	CCCCCCCCCCCCCC(O)=C1C(=O)OC(C)(C)OC1=O	MOLATTACHMENT	0						3		354.4809875488281	0	6.189519882202148	1	3	1	12	0	0	1	0	0	0	0	0
US-20100298422-A1	US20100298422A1-20101125-C00056.MOL	1134648	OC(=O)CCC1=CC=C(OCC2=CC=CC=C2)C=C1	MOLATTACHMENT	1						237		256.2959899902344	0	3.6223599910736084	1	3	2	6	0	0	1	0	0	1	1	1
US-20100298422-A1	US20100298422A1-20101125-C00080.TIF	13055952	CCOC(=O)CC(=O)\C=C\C1=CC(OC)=C(OCC2=CC=CC=C2)C(OC)=C1	IMAGE	0						2		384.4219970703125	1	4.112100124359131	0	5	2	11	0	0	1	0	0	1	0	1
US-20100298422-A1	US20100298422A1-20101125-C00074.TIF	13055939	CCCCCCCCCCOC(=O)CC1CC(O)C[C@]2(CCC3(O2)C=CC(=O)C=C3)O1	IMAGE	0						2		434.5660095214844	0	5.106510162353516	1	5	3	12	0	0	1	0	0	0	0	0
US-20100298422-A1	US20100298422A1-20101125-C00022.MOL	13055861	CCCCCCC(=O)OC1CC2(CCC3(O2)C=CC(=O)C=C3)O[C@@]2(CCC3(O2)C=CC(=O)C=C3)C1	MOLATTACHMENT	0						8		482.56500244140625	0	5.866409778594971	0	6	5	7	0	0	1	0	0	0	0	1
US-20100298422-A1	US20100298422A1-20101125-C00090.MOL	13055967	CCCCCCCCCCCCCCCCCCOC(=O)C[C@H](O)C[C@H](O)CC1(CCC2=CC=C(O)C=C2)SCCCS1	MOLATTACHMENT	0						3		639.0040283203125	1	10.297800064086914	3	4	2	27	0	0	1	0	0	0	0	0
US-20100298422-A1	US20100298422A1-20101125-C00117.MOL	13056013	CCCCCCCCCCCCCC(=O)C1CC2(CCC3(O2)C=CC(=O)C=C3)O[C@@]2(CCC3(O2)C=CC(=O)C=C3)C1	MOLATTACHMENT	0						1		564.7520141601562	0	8.743849754333496	0	6	5	13	0	0	1	0	0	0	0	0
US-20100298422-A1	US20100298422A1-20101125-C00011.MOL	1170302	CN1C=C(CO)N=N1	MOLATTACHMENT	0						122		113.11799621582031	0	-0.6656479835510254	1	3	1	1	0	0	1	0	0	1	1	1
US-20100298422-A1	US20100298422A1-20101125-C00114.MOL	2872308	O=CCC1(CCC2=CC=C(OC3CCCCO3)C=C2)SCCCS1	MOLATTACHMENT	1						4		366.5379943847656	1	4.422309875488281	0	3	3	7	0	0	1	0	0	1	0	1
US-20100298422-A1	US20100298422A1-20101125-C00060.MOL	304455	CCOC(=O)CCC1=CC=C(O)C=C1	MOLATTACHMENT	1						188		194.2270050048828	0	2.254699945449829	1	2	1	5	0	0	1	0	0	1	1	1
US-20100298422-A1	US20100298422A1-20101125-C00038_1.MOL	13055877	CCC[Si](=O)CCC	MOLATTACHMENT	0						2		130.25999450683594	0	1.2976000308990479	0	1	0	4	0	0	1	0	0	1	1	1
US-20100298422-A1	US20100298422A1-20101125-C00117_1.MOL	13055870	CCCCCCCCCCCCCC(=O)CC1CC2(CCC3(O2)C=CC(=O)C=C3)O[C@@]2(CCC3(O2)C=CC(=O)C=C3)C1	MOLATTACHMENT	0						6		578.7789916992188	0	8.932450294494629	0	6	5	14	0	0	1	0	0	0	0	0
US-20100298422-A1	US20100298422A1-20101125-C00062.TIF	2879059	OC1=CC=C(CCC2(CC=O)SCCCS2)C=C1	IMAGE	1						9		282.4219970703125	1	3.375849962234497	1	2	2	5	0	0	1	0	0	1	1	1
US-20100298422-A1	US20100298422A1-20101125-C00063.TIF	2879059	OC1=CC=C(CCC2(CC=O)SCCCS2)C=C1	IMAGE	1						9		282.4219970703125	1	3.375849962234497	1	2	2	5	0	0	1	0	0	1	1	1
US-20100298422-A1	US20100298422A1-20101125-C00078.MOL	2879297	COC1=CC(C=O)=CC(OC)=C1OCC1=CC=CC=C1	MOLATTACHMENT	1						73		272.2959899902344	1	2.9372100830078125	0	4	2	6	0	0	1	0	0	1	1	1
US-20100298422-A1	US20100298422A1-20101125-C00065.MOL	13055919	CCCOC(=O)CC(=O)CC(O)CC1(CCC2=CC=C(O)C=C2)SCCCS1	MOLATTACHMENT	0						3		426.5899963378906	1	4.421510219573975	2	4	2	12	0	0	1	0	0	1	0	1
US-20100298422-A1	US20100298422A1-20101125-C00076.MOL	13055941	CCCCCCCCCCOC(=O)CC1CC(C[C@@]2(CCC3(O2)C=CC(=O)C=C3)O1)OC(C)=O	MOLATTACHMENT	0						2		476.60198974609375	0	5.547639846801758	0	5	3	14	0	0	1	0	0	0	0	0
US-20100298422-A1	US20100298422A1-20101125-C00134.MOL	1170302	CN1C=C(CO)N=N1	MOLATTACHMENT	0						122		113.11799621582031	0	-0.6656479835510254	1	3	1	1	0	0	1	0	0	1	1	1
US-20100298422-A1	US20100298422A1-20101125-C00101.TIF	3748734	CCCCCCN(CCCCCC)C(=O)CC(O)CC(O)CC1(CCC2=CC=C(O)C=C2)SCCCS1	IMAGE	1						4		553.8599853515625	1	6.670539855957031	3	4	2	19	0	0	1	0	0	0	0	0
US-20100298422-A1	US20100298422A1-20101125-C00020_1.MOL	13055858	CCCCCCCCCCCCCCCCCCOC(=O)CC1CC(O)C[C@@]2(CCC3(O2)C=CC(=O)C=C3)O1	MOLATTACHMENT	0						4		546.7780151367188	0	8.663060188293457	1	5	3	20	0	0	1	0	0	0	0	0
US-20100298422-A1	US20100298422A1-20101125-C00077.TIF	13055946	CCCCCCCCCCOC(=O)CC1CC(C[C@]2(CCC3(O2)C=CC(=O)C=C3)O1)OC(=O)CCCCCC	IMAGE	0						2		546.7349853515625	0	8.026450157165527	0	5	3	19	0	0	1	0	0	0	0	0
US-20100298422-A1	US20100298422A1-20101125-C00024.TIF	13055867	CCCCCCCCCCCCCC(=O)CC(=O)OC1CC2(CCC3(O2)C=CC(=O)C=C3)O[C@@]2(CCC3(O2)C=CC(=O)C=C3)C1	IMAGE	0						2		622.7880249023438	0	9.200240135192871	0	7	5	16	0	0	1	0	0	0	0	0
US-20100298422-A1	US20100298422A1-20101125-C00099.MOL	13055982	CCCCCCCCCCC(CCCCCCCCCC)OC(=O)CC1CC(O)C[C@@]2(CCC3(O2)C=CC(=O)C=C3)O1	MOLATTACHMENT	0						1		588.8579711914062	0	10.046699523925781	1	5	3	22	0	0	1	0	0	0	0	0
US-20100298422-A1	US20100298422A1-20101125-C00020.TIF	13055858	CCCCCCCCCCCCCCCCCCOC(=O)CC1CC(O)C[C@@]2(CCC3(O2)C=CC(=O)C=C3)O1	IMAGE	0						4		546.7780151367188	0	8.663060188293457	1	5	3	20	0	0	1	0	0	0	0	0
US-20100298422-A1	US20100298422A1-20101125-C00116.TIF	3752118	CCCCCCCCCCCCCC(=O)CC(CC(=O)CCC1=CC=C(OC2CCCCO2)C=C1)CC1(CCC2=CC=C(OC3CCCCO3)C=C2)SCCCS1	IMAGE	1						4		823.2379760742188	1	13.768600463867188	0	6	5	28	0	0	1	0	0	0	0	0
US-20100298422-A1	US20100298422A1-20101125-C00109.MOL	13055865	CCCCCCCCCCCCCC(=O)OC1CC2(CCC3(O2)C=CC(=O)C=C3)O[C@@]2(CCC3(O2)C=CC(=O)C=C3)C1	MOLATTACHMENT	0						8		580.7509765625	0	8.978389739990234	0	6	5	14	0	0	1	0	0	0	0	0
US-20100298422-A1	US20100298422A1-20101125-C00097.TIF	13055978	CCCCCCCCCCC(CCCCCCCCCC)OC(=O)C[C@H](O)C[C@H](O)CC1(CCC2=CC=C(O)C=C2)SCCCS1	IMAGE	0						3		681.083984375	1	11.681500434875488	3	4	2	29	0	0	1	0	0	0	0	0
